Instrument_Category,Instrument,Dataset_ID,Acq_Time_Start,Acq_Length,Dataset_Type,Curated_Quality,XIC_WideFrac,XIC_FWHM_Q1,XIC_FWHM_Q2,XIC_FWHM_Q3,XIC_Height_Q2,XIC_Height_Q3,XIC_Height_Q4,RT_Duration,RT_TIC_Q1,RT_TIC_Q2,RT_TIC_Q3,RT_TIC_Q4,RT_MS_Q1,RT_MS_Q2,RT_MS_Q3,RT_MS_Q4,RT_MSMS_Q1,RT_MSMS_Q2,RT_MSMS_Q3,RT_MSMS_Q4,MS1_TIC_Change_Q2,MS1_TIC_Change_Q3,MS1_TIC_Change_Q4,MS1_TIC_Q2,MS1_TIC_Q3,MS1_TIC_Q4,MS1_Count,MS1_Freq_Max,MS1_Density_Q1,MS1_Density_Q2,MS1_Density_Q3,MS2_Count,MS2_Freq_Max,MS2_Density_Q1,MS2_Density_Q2,MS2_Density_Q3,MS2_PrecZ_1,MS2_PrecZ_2,MS2_PrecZ_3,MS2_PrecZ_4,MS2_PrecZ_5,MS2_PrecZ_more,MS2_PrecZ_likely_1,MS2_PrecZ_likely_multi,SMAQC_Job,C_1A,C_1B,C_2A,C_2B,C_3A,C_3B,C_4A,C_4B,C_4C,DS_1A,DS_1B,DS_2A,DS_2B,DS_3A,DS_3B,IS_1A,IS_1B,IS_2,IS_3A,IS_3B,IS_3C,MS1_1,MS1_2A,MS1_2B,MS1_3A,MS1_3B,MS1_5A,MS1_5B,MS1_5C,MS1_5D,MS2_1,MS2_2,MS2_3,MS2_4A,MS2_4B,MS2_4C,MS2_4D,P_1A,P_1B,P_2A,P_2B,P_2C,P_3,P_2Anorm,BinomResp,LLRC.Prediction
LTQ_IonTrap,LTQ_2,283639,8/24/12,59,MS-MSn,poor,0.236339,28.9869,33.8533,43.2641,0.361151,0.562875,3.70142,3542.01,0.223031,0.0493897,0.0697364,0.657843,0.223732,0.250905,0.274291,0.251071,0.24466,0.23622,0.255097,0.264023,1.05714,1.08092,3.30046,1.11086,0.357859,2.55533,968,0.832941,1203.75,1289,1443,9004,3.08592,220,596,778,0,0,0,0,0,0,0.186695,0.813305,871033,0,0.007984,6.3459,39.5531,40.06,41.44,26.13,24.94,31.41,5.709,9.167,110,1097,1.499,1.16,5,6,943.5151,0.00974,0.616883,0,3.3065,24.73,81294,38.876,281000,-0.088553,0.243103,-50.821,-50.09,43.96,79.14,901,0.0025,0.0069,0.0515,0.1862,6.95,-6.945,488,398,372,0.026882,0.44484959,1,1
LTQ_IonTrap,LTQ_2,283641,8/24/12,59,MS-MSn,poor,0.224073,29.9281,35.6628,45.8947,0.322627,0.544611,3.9058,3540.48,0.224583,0.0553512,0.0711905,0.648875,0.107676,0.0351676,0.323157,0.533999,0.282226,0.229146,0.242209,0.24642,1.03696,4.43548,4.01901,0.171991,5.03932,2.85079,1884,3.92989,66,80,1251,8524,3.06625,297.75,632,809.25,0,0,0,0,0,0,0.188292,0.811708,871038,0,0.004651,6.0632,35.4598,60.43,68.02,43.72,28.7,65.51,7.462,3.9,105,1052,1.534,1.143,3,5,939.3489,0.01476,0.571956,0,10,21.9,82291,21.498,261000,-0.035453,0.232344,-18.289,-18.074,45.558,79.245,934,5.00E-04,0.0036,0.0499,0.1663,6.94,-6.937,421,366,339,0.017699,0.400190114,1,1
LTQ_IonTrap,LTQ_2,283646,8/24/12,59,MS-MSn,poor,0.23636,30.8229,35.7362,44.8587,0.299692,0.556123,4.29966,3540.09,0.226314,0.0452301,0.0670517,0.661404,0.10772,0.174934,0.355041,0.362305,0.260303,0.235043,0.25072,0.253933,3.76768,1.48252,4.08408,4.55514,0.50053,2.9685,1292,3.86494,67,1207,1350,8834,3.10893,257,582,755,0,0,0,0,0,0,0.179307,0.820693,871045,0,0.015152,6.4215,35.9729,36.43,36.44,20.39,29.49,29.87,8.647,3.778,110,1102,1.623,1.201,1,1,940.6945,0.014134,0.618375,0,5.262,28.14,82513,52.496,287000,-0.061851,0.241063,-29.224,-28.864,49.086,83.915,888,0.002,0.0055,0.0494,0.173,6.94,-6.943,452,365,339,0.020649,0.410163339,1,1
LTQ_IonTrap,LTQ_2,283706,8/24/12,59,MS-MSn,good,0.276136,27.1376,32.4705,40.9466,1.41843,0.973077,2.81925,3540.63,0.300185,0.142855,0.131571,0.42539,0.252538,0.238992,0.249975,0.258495,0.251367,0.237782,0.248451,0.2624,1.12938,0.791532,2.00985,1.35773,0.337671,0.248145,922,0.28128,1410,1499,1560,9173,2.8148,399,657,814,0,0,0,0,0,0,0.116647,0.883353,871518,0.001591,0,13.7785,45.4331,39.31,53.94,39.94,24.34,64.37,6.35,9.333,224,2244,1.388,1.105,0,0,823.9115,0.02967,0.351648,0,0.783,37.22,37558,12.012,155000,-0.003076,0.220998,-1.646,-1.468,70.669,129.5,816,0.0164,0.1284,0.1893,0.2515,7.25,-7.251,1230,1110,1033,0.018393,0.548128342,0,0
LTQ_IonTrap,LTQ_2,283709,8/24/12,59,MS-MSn,good,0.297098,24.1172,28.2449,35.3943,1.52094,0.535477,3.11971,3539.04,0.218615,0.15873,0.148436,0.474219,0.240638,0.23693,0.25117,0.271262,0.240259,0.236496,0.25066,0.272584,1.14839,0.778023,2.24675,1.3682,0.233765,0.164741,963,0.292822,1476,1530,1570,9613,2.94462,460,719,865,0,0,0,0,0,0,0.0987205,0.90128,871560,0.000608,0.004863,15.8912,51.6009,33.36,47.11,22.31,24.08,51.14,5.94,5.412,273,2735,1.472,1.094,0,0,850.3865,0.042142,0.402107,0,0.43,41.68,68266,13.331,258000,-0.02197,0.217666,-10.457,-10.349,46.83,126.8,845,0.0293,0.1926,0.2346,0.2604,7.36,-7.355,1599,1402,1291,0.026336,0.58464351,0,0
LTQ_IonTrap,LTQ_2,283712,8/24/12,59,MS-MSn,good,0.282805,25.5768,30.3673,38.6615,1.64948,0.644177,2.99463,3541.84,0.228925,0.128777,0.135529,0.506769,0.242004,0.231903,0.253524,0.272569,0.241607,0.231584,0.252999,0.27381,1.10301,0.82367,1.84714,1.57411,0.39447,0.250075,964,0.299568,1328,1400.5,1514,9625,2.99676,464,701,840,0,0,0,0,0,0,0.0938182,0.906182,871569,0,0,15.4276,40.5766,35.28,49.79,24.53,26.53,56.83,5.884,7,271,2715,1.417,1.098,0,0,798.7481,0.020134,0.384787,0,0.5135,50.83,68764,15.072,277000,-0.051364,0.227459,-27.761,-27.633,37.745,130.65,848,0.0212,0.1394,0.1752,0.2172,7.27,-7.267,1226,1088,1015,0.02266,0.451565378,0,0
LTQ_IonTrap,LTQ_2,283732,8/24/12,59,MS-MSn,good,0.28097,26.8555,31.8923,39.6936,1.6011,0.784439,3.37634,3541.58,0.226493,0.122112,0.131222,0.520174,0.241917,0.230583,0.253193,0.274307,0.241793,0.23044,0.253145,0.274622,1.27305,0.853942,1.92352,1.56944,0.429543,0.340647,970,0.301947,1220.25,1333,1456,9695,3.02207,466,695,834,0,0,0,0,0,0,0.0893244,0.910676,871617,0,0,15.5075,39.7872,33.52,45.29,23.72,27.41,54.53,6.217,6,276,2764,1.506,1.119,0,0,784.8775,0.018328,0.403207,0,0.4855,56.15,75084,18.46,329000,-0.077296,0.237188,-42.468,-42.21,31.151,137.55,842,0.0211,0.124,0.1855,0.2113,7.22,-7.22,1201,1067,998,0.027054,0.434515195,0,0
LTQ_IonTrap,LTQ_2,283736,8/24/12,59,MS-MSn,good,0.290656,25.4103,29.9256,36.4457,2.00432,0.668507,3.28019,3542.68,0.220166,0.121049,0.13031,0.528474,0.240996,0.230529,0.254072,0.274402,0.240903,0.230401,0.253955,0.274741,1.35372,0.829737,1.84258,1.85634,0.419402,0.424473,969,0.302386,1229,1334,1448,9685,3.02851,438,669,827,0,0,0,0,0,0,0.0956118,0.904388,871625,0,8.00E-04,15.9275,39.1147,33.02,42.37,23.75,28.55,51.59,6.836,5.333,283,2836,1.507,1.139,1,0,786.9152,0.018519,0.428241,0,0.488,60.05,73152,21.448,331000,-0.088365,0.236483,-48.577,-48.482,31.665,145.7,850,0.0252,0.1473,0.1699,0.2083,7.24,-7.242,1224,1088,1015,0.019704,0.431593794,0,0
LTQ_IonTrap,LTQ_2,283738,8/24/12,59,MS-MSn,good,0.284211,23.9667,28.3079,35.8414,1.31394,0.58048,2.97547,3542.19,0.224495,0.124029,0.131271,0.520206,0.242042,0.230723,0.253763,0.273471,0.241563,0.230208,0.253117,0.275112,1.1961,0.79895,1.79624,1.62616,0.381577,0.290631,971,0.301344,1226,1317,1424,9690,3.01541,460,689.5,835,0,0,0,0,0,0,0.0985552,0.901445,871629,0,0,15.5012,37.61,34.54,47.09,24.65,25.9,56.51,5.849,8.688,277,2766,1.539,1.131,0,0,782.4099,0.016867,0.391566,0,0.466,57.23,75234.5,18.786,344538,-0.072486,0.237503,-42.862,-42.76,31.412,143.75,847,0.0199,0.1273,0.1627,0.2046,7.2,-7.203,1148,1029,958,0.015658,0.415039769,0,0
LTQ_IonTrap,LTQ_2,283746,8/25/12,59,MS-MSn,good,0.279754,26.3545,31.6786,39.9884,1.5901,0.761036,2.98366,3541.06,0.224108,0.118136,0.123137,0.534619,0.242976,0.229734,0.256281,0.27101,0.242624,0.229456,0.255875,0.272046,1.16904,0.979557,2.3977,1.66682,0.518499,0.385517,960,0.299918,1186,1268,1371.25,9587,2.99976,439,649,822,0,0,0,0,0,0,0.0989882,0.901012,871649,0,0,14.945,35.2626,34.66,45.69,28.68,28.54,55.55,6.067,7.5,265,2645,1.456,1.119,0,0,775.2388,0.008152,0.429348,0,0.6435,53.64,63101,19.338,277000,-0.105841,0.24823,-55.878,-55.533,35.505,146.1,861,0.0153,0.1263,0.152,0.1808,7.15,-7.153,1031,909,853,0.023447,0.38979206,0,0
LTQ_IonTrap,LTQ_2,284455,8/28/12,59,MS-MSn,poor,0.223941,34.1287,40.171,50.812,1.5966,1.27403,1.52639,3539.37,0.578617,0.0807209,0.112641,0.228022,0.405469,0.408366,0.146945,0.0392199,0.240001,0.246692,0.2381,0.275208,1.50617,1.74978,4.48627,1.96638,1.85021,2.65289,1439,3.06588,172.5,1061,1231,8471,2.5692,75,137,549,0,0,0,0,0,0,0.486011,0.513989,872720,0,0,6.6013,9.5436,120.14,151.1,31.72,64.33,151.69,7.909,5.5,100,1001,1.422,1.036,0,0,868.0456,0,0.850746,0,10,11.11,21531,6.879,75000,-0.043087,0.253135,-24.095,-22.675,100,76.19,857,0.0038,0.0206,0.0431,0.0487,6.8,-6.804,124,107,102,0,0.123876124,1,1
LTQ_IonTrap,LTQ_2,284459,8/28/12,59,MS-MSn,good,0.260602,25.9814,30.5508,38.2539,0.687259,0.502488,3.03562,3539.46,0.325059,0.123063,0.138421,0.413456,0.397106,0.396745,0.162617,0.0435314,0.24823,0.231321,0.240012,0.280437,2.75544,1.91419,2.46083,3.93456,1.65944,0.772411,1423,3.35288,203.5,945,1272,8607,2.76879,367.5,525,745,0,0,0,0,0,0,0.188567,0.811433,872727,0.001359,0.001359,15.3193,24.0873,62.53,82.66,35.6,24.22,78.59,7.077,9.75,240,2403,1.544,1.101,0,0,747.3651,0.002008,0.475904,0,7.096,39.62,21246,13.36,102000,-0.09532,0.238867,-53.968,-53.891,98.323,129.2,823,0.0248,0.1002,0.1202,0.1513,7.07,-7.073,728,663,631,0.011094,0.30295464,0,0.18
LTQ_IonTrap,LTQ_2,284466,8/29/12,59,MS-MSn,poor,0.246552,35.1351,40.7441,50.4898,0.324496,0.383824,3.22776,3539.64,0.526557,0.213909,0.11381,0.145724,0.434222,0.425229,0.100574,0.039975,0.244133,0.240332,0.235387,0.280148,1.42672,1.31665,4.25932,2.24383,1.27796,2.29454,1492,3.87074,86,835,1269,8339,2.53507,182,257,310,0,0,0,0,0,0,0.265619,0.734381,872743,0,0,13.0726,2.3714,71.89,72.88,41.32,99.25,69.88,4.444,9,196,1959,1.186,1.004,0,0,876.1037,0,1.44,0,10,15.185,1533.3,5.992,6800,-0.004331,0.273126,-2.44,2.736,100,26.52,356,0.0043,0.0061,0.0134,0.0134,6.81,-6.805,61,54,50,0,0.031138336,1,1
LTQ_IonTrap,LTQ_2,284469,8/29/12,59,MS-MSn,good,0.251024,25.9764,31.1563,39.7492,0.952929,0.635096,2.29425,3539.47,0.328836,0.109182,0.119733,0.44225,0.400364,0.407339,0.156428,0.0358687,0.249358,0.230435,0.239431,0.280776,2.23098,2.01395,3.16555,3.20356,2.0715,0.939341,1458,3.47572,153.25,776.5,1154,8545,2.73547,362,515,763,0,0,0,0,0,0,0.129901,0.870099,872749,0,0.001217,15.6029,26.3413,49.42,75,35.03,24.22,83.38,6.955,12.714,243,2435,1.448,1.115,0,0,742.0291,0,0.478417,0,10,39.665,16574,18.596,90300,-0.106444,0.250356,-57.814,-56.069,100,142.2,820,0.0167,0.1045,0.1479,0.1594,7.11,-7.108,808,741,704,0.015625,0.331827515,0,0.24
LTQ_IonTrap,LTQ_2,284473,8/29/12,59,MS-MSn,good,0.258267,24.5058,29.7852,37.9096,1.04147,0.553752,2.74271,3539.39,0.328122,0.10682,0.130403,0.434655,0.435731,0.448972,0.0795137,0.0357841,0.246491,0.230644,0.237013,0.285852,1.94642,2.52496,3.0375,1.91037,3.25209,1.2385,1588,3.88952,81.75,712,1068.5,8437,2.7102,367,516,760,0,0,0,0,0,0,0.124689,0.875311,872759,0.001145,0,15.4442,28.2954,55.66,78.37,38.22,27.02,78.67,7.655,7.909,238,2383,1.443,1.096,0,0,751.8978,0.001764,0.537919,0,10,39.54,15856,17.178,83800,-0.100628,0.249938,-55.325,-55.307,100,138.25,818,0.0199,0.1251,0.1502,0.1616,7.14,-7.144,858,786,749,0.018692,0.360050357,0,0.06
LTQ_IonTrap,LTQ_2,284475,8/29/12,59,MS-MSn,good,0.260154,26.1906,30.9312,39.5245,0.89285,0.620955,2.01533,3539.13,0.332165,0.118944,0.135209,0.413682,0.444935,0.445703,0.0724968,0.0368654,0.246053,0.230478,0.237607,0.285862,1.83578,2.87974,2.73441,2.05599,3.36362,1.05327,1578,3.72594,125.25,662.5,1100,8445,2.67118,379,537,767,0,0,0,0,0,0,0.120782,0.879218,872771,0,0,15.7948,25.1349,57.99,78.88,34.42,31.46,87.34,8.013,9.5,243,2433,1.435,1.093,0,0,741.3645,0,0.468519,0,10,36.12,15328.5,15.407,79300,-0.107766,0.252216,-63.164,-63.056,100,129.45,827,0.0277,0.0939,0.1435,0.1476,7.09,-7.092,779,715,683,0.01757,0.320180847,0,0.19
LTQ_IonTrap,LTQ_2,284485,8/29/12,59,MS-MSn,good,0.258935,30.8484,36.5792,46.076,0.81965,0.727158,1.80182,3539.94,0.331473,0.12436,0.141831,0.402335,0.457511,0.452493,0.0558179,0.0341788,0.244527,0.235527,0.236076,0.28387,2.13477,2.49785,2.70187,2.20883,2.88627,1.05769,1587,4.01441,68,621,1061,8338,2.56529,351,487,713,0,0,0,0,0,0,0.138402,0.861598,872800,0,0,15.3002,25.0977,64.52,79.97,37.7,59.33,84.28,9.2,5.417,229,2295,1.424,1.098,0,0,748.3932,0,0.474088,0,10,35.27,9596.1,19.809,52500,-0.114721,0.245431,-65.374,-64.277,100,127.3,781,0.0358,0.0833,0.1345,0.1553,7.12,-7.119,754,692,664,0.016566,0.328540305,0,0.54
LTQ_IonTrap,LTQ_2,284570,8/29/12,59,MS-MSn,good,0.257435,27.6363,33.0941,41.7353,0.744502,0.579525,2.59857,3539.36,0.335595,0.121588,0.149749,0.393069,0.450318,0.448593,0.0651772,0.0359123,0.243918,0.236349,0.235248,0.284486,1.89151,2.57221,2.62385,2.23879,2.37795,0.954208,1573,3.77887,75,730,1054,8305,2.52414,333,481,688,0,0,0,0,0,0,0.152197,0.847803,872875,0.001304,0,14.9479,25.6223,65.76,77.87,40.96,61.4,81.59,7.012,16.6,223,2232,1.371,1.06,0,0,743.5415,0,0.578189,0,10,35.15,8439,16.436,46100,-0.121276,0.250526,-73.969,-73.879,100,122,758,0.0308,0.089,0.1419,0.151,7.13,-7.126,757,692,663,0.012066,0.339157706,0,0.29
LTQ_IonTrap,LTQ_2,284585,8/29/12,59,MS-MSn,good,0.264385,30.5771,36.0246,45.3992,0.79762,0.912165,1.95139,3542.66,0.325738,0.119704,0.135006,0.419552,0.254813,0.2462,0.246568,0.252419,0.254705,0.246162,0.246498,0.252636,1.1956,0.861469,1.91209,0.76149,0.786255,0.685805,871,0.252464,829,1017,1202,8707,2.53084,290,468,712,0,0,0,0,0,0,0.177214,0.822786,872907,0,0,15.0651,26.8833,35.16,53.88,28.7,24.68,60.99,8.56,15,226,2257,1.43,1.087,0,0,760.3786,0,0.528409,0,4.903,36.77,9896.45,17.201,53400,-0.101716,0.251475,-55.207,-55.197,100,128.6,786,0.0164,0.0774,0.1526,0.1812,7.14,-7.143,789,732,704,0.024148,0.349579087,0,0.55
LTQ_IonTrap,LTQ_2,284616,8/30/12,59,MS-MSn,poor,0.242184,38.6649,46.2554,59.4374,0.690469,0.95619,4.11229,3540.99,0.751061,0.0321415,0.0253054,0.191492,0.255119,0.256935,0.248245,0.239701,0.255146,0.256933,0.248089,0.239832,0.982347,1.63825,4.6907,1.10266,1.61819,2.87536,870,0.29915,762,866.5,1394,8700,2.99399,151,229,337,0,0,0,0,0,0,0.467241,0.532759,872964,0,0,1.8902,38.0912,33.2,50.16,24.14,28.83,60.18,4.9,0,32,327,1.561,1.235,0,0,849.4517,0.027778,0.287037,0,10,44.13,1763.55,9.411,273500,-0.021419,0.21766,-9.759,-9.315,39.413,100.65,878,0,6.00E-04,0.0019,0.0868,6.74,-6.74,142,126,119,0,0.434250765,1,1
LTQ_IonTrap,LTQ_2,284717,8/30/12,59,MS-MSn,good,0.294433,25.0926,29.3526,37.3932,1.17247,0.588228,2.96547,3539.99,0.189347,0.171967,0.162655,0.47603,0.234977,0.23611,0.252474,0.276439,0.234925,0.236109,0.252548,0.276418,1.03658,0.694439,2.23145,1.01062,0.127544,0.331656,970,0.304777,1497,1541,1579,9700,3.05589,463,716,871,0,0,0,0,0,0,0.065567,0.934433,873046,0.000558,0.001673,16.3763,54.53,34.83,49.67,31.57,24.84,55.86,5.099,5.575,285,2853,1.445,1.098,0,0,864.9512,0.040031,0.340262,0,0.329,45.485,88827.5,11.81,313514,-0.009601,0.222365,-4.407,-4.336,38.383,125,843,0.0122,0.1878,0.2615,0.2891,7.35,-7.349,1750,1499,1385,0.020939,0.613389415,0,0
LTQ_IonTrap,LTQ_2,284725,8/30/12,59,MS-MSn,poor,0.24289,29.2011,35.1603,44.9286,1.57767,1.7159,4.4671,3539.46,0.478524,0.0699135,0.0840836,0.367479,0.447076,0.485734,0.0337423,0.0334476,0.260896,0.230395,0.209318,0.299391,1.04155,4.25015,4.18806,0.251085,5.5668,2.24095,1905,4.13122,61,75,1219,8650,3.08189,263,517,771,0,0,0,0,0,0,0.222197,0.777803,873071,0.002548,0.005096,8.7267,44.9196,53.47,68.35,28.97,20.49,69.54,7.986,7,154,1543,1.527,1.153,2,1,891.8055,0.01938,0.501938,0,10,66.33,65020.5,15.327,369832,-0.023896,0.229178,-11.059,-11.021,33.258,103.95,878,0.001,0.0277,0.1685,0.1972,6.99,-6.99,763,674,629,0.030207,0.494491251,1,0.96
LTQ_IonTrap,LTQ_2,285364,9/4/12,59,MS-MSn,poor,0.247931,39.9004,45.6527,57.9499,0.46385,0.626434,3.99992,3539.18,0.809379,0.032976,0.0220491,0.135595,0.251473,0.25458,0.254601,0.239346,0.251493,0.254596,0.254594,0.239317,0.775251,0.8485,5.2103,0.427052,0.379631,3.54999,870,0.299968,1449.25,1500,1561,8700,3.01546,196,287,406,0,0,0,0,0,0,0.376897,0.623103,874249,0,0,1.5392,25.3378,29.32,29.39,23.9,32.3,25.04,5.875,2.667,27,268,1.612,1.086,0,0,688.3753,0.035088,0.298246,0,7.0295,25.95,3451.3,142.314,293942,0.009606,0.228942,7.308,9.545,43.952,104.9,803,0.0011,0.0027,0.0016,0.0361,6.77,-6.772,76,62,59,0,0.28358209,1,1
LTQ_IonTrap,LTQ_2,285368,9/4/12,59,MS-MSn,good,0.288438,27.9766,32.6101,40.5381,1.20104,0.529412,3.3358,3540.97,0.280313,0.156063,0.148801,0.414824,0.24835,0.234808,0.244846,0.271996,0.248351,0.234768,0.244886,0.271995,1.23899,0.857336,2.04169,1.01738,0.244754,0.195708,960,0.296925,1449,1518,1562.25,9600,2.98224,423,675,849,0,0,0,0,0,0,0.0577083,0.942292,874267,0,0.002327,15.6298,41.2033,39.88,51.68,39.98,26.24,57.96,6.46,5.957,270,2703,1.48,1.138,0,0,842.0917,0.030534,0.375136,0,0.3935,39.94,74369,11.929,276847,-0.035271,0.230639,-17.78,-17.705,43.427,115.3,846,0.0046,0.1277,0.1943,0.2152,7.22,-7.224,1269,1128,1040,0.015385,0.469478357,0,0
LTQ_IonTrap,LTQ_2,285372,9/4/12,59,MS-MSn,good,0.265964,28.7627,34.0251,43.6842,0.882668,1.04211,4.09179,3542.32,0.288264,0.12936,0.139915,0.442461,0.25339,0.228508,0.248232,0.269869,0.253368,0.228459,0.248276,0.269897,1.03778,0.827127,1.89405,1.20451,0.338817,0.164514,949,0.301791,1381,1532,1583,9490,3.01906,407.25,625,844,0,0,0,0,0,0,0.110432,0.889568,874278,0,0.000766,12.9137,50.4116,39.47,56.63,32.76,26.29,66.52,6.138,5.8,224,2242,1.448,1.109,0,0,872.2817,0.023887,0.394137,0,0.4,35.94,92403,15.133,305401,-0.030201,0.230153,-15.087,-15.01,41.272,114,855,0.01,0.0993,0.213,0.2435,7.18,-7.179,1284,1141,1056,0.014205,0.572702944,0,0.01
LTQ_IonTrap,LTQ_2,285376,9/4/12,59,MS-MSn,good,0.279335,32.9761,38.616,48.825,1.15834,0.600512,2.58622,3540,0.195783,0.157928,0.158237,0.488052,0.237054,0.234636,0.25391,0.2744,0.237009,0.234662,0.253974,0.274355,1.05416,0.738477,1.61362,1.20501,0.178581,0.238344,963,0.298181,1468.5,1534,1567,9630,2.9831,436,707,877,0,0,0,0,0,0,0.0885774,0.911423,874296,0,0.000801,15.9223,39.2531,48.32,66.89,43.99,31.23,71.84,5.168,5.962,276,2769,1.488,1.139,0,0,845.4859,0.019629,0.342421,0,0.324,33.94,92859,10.623,303059,-0.011511,0.222462,-5.96,-5.454,39.565,99.2,868,0.0076,0.1296,0.1822,0.2102,7.15,-7.154,1229,1052,975,0.018462,0.443842542,0,0
LTQ_IonTrap,LTQ_2,285384,9/4/12,59,MS-MSn,good,0.290937,27.7926,32.5897,40.2863,1.67356,0.669203,2.67174,3542.49,0.24682,0.149997,0.149857,0.453326,0.246356,0.232164,0.245083,0.276397,0.246289,0.232186,0.245168,0.276357,1.22056,0.760735,1.7985,1.39464,0.192152,0.178907,971,0.2998,1411,1490,1525,9710,2.9965,422,686,840,0,0,0,0,0,0,0.0580844,0.941916,874325,0,0.003701,16.2238,41.5439,37.12,46.3,34.81,25.68,51.16,5.566,5.483,287,2863,1.557,1.127,0,0,827.9526,0.031283,0.377477,0,0.331,49.945,88171.5,12.694,347711,-0.031916,0.223201,-16.768,-16.752,34.219,119,842,0.0075,0.1535,0.1844,0.2188,7.24,-7.235,1317,1143,1056,0.027462,0.460006986,0,0
LTQ_IonTrap,LTQ_2,285393,9/4/12,59,MS-MSn,good,0.290447,32.4102,37.6527,47.1108,1.46937,0.716818,3.00378,3540.12,0.183296,0.148727,0.156312,0.511666,0.237037,0.234326,0.253614,0.275023,0.236989,0.234355,0.253674,0.274982,1.0216,0.884625,1.7066,1.57903,0.165287,0.233831,963,0.297138,1410,1480,1524,9630,2.98161,431,700,850,0,0,0,0,0,0,0.0752856,0.924714,874351,0.00086,0.004299,15.6659,37.0869,44.12,56.46,43.82,31.9,62.99,5.321,6.667,273,2730,1.552,1.171,0,0,832.9079,0.022892,0.378313,0,0.336,36.62,89786,12.836,325896,-0.019161,0.225815,-9.388,-9.207,37.023,107.15,850,0.0119,0.1215,0.1679,0.1927,7.16,-7.161,1135,966,896,0.024554,0.415750916,0,0
LTQ_IonTrap,LTQ_2,285403,9/5/12,59,MS-MSn,good,0.291822,27.4893,32.0812,39.8779,1.73618,0.679806,3.18374,3539.36,0.235419,0.142051,0.149821,0.47271,0.24511,0.231508,0.248553,0.274828,0.245092,0.23148,0.248636,0.274792,1.17733,0.830916,1.83464,1.56471,0.193317,0.250048,966,0.29955,1371.25,1475,1511,9660,2.99607,399,674,837,0,0,0,0,0,0,0.0524845,0.947516,874381,0,0.000798,15.5583,40.1715,36.53,45.74,35.09,24.73,51.44,6.74,5.522,274,2738,1.527,1.142,1,0,833.393,0.019274,0.401361,0,0.344,47.52,86553,11.597,340609,-0.013203,0.216685,-7.649,-7.63,33.535,122.6,844,0.008,0.1373,0.1785,0.2016,7.19,-7.195,1225,1057,997,0.023069,0.447406866,0,0
LTQ_IonTrap,LTQ_2,285411,9/5/12,59,MS-MSn,good,0.286576,32.5904,37.7691,46.1331,1.62446,0.707756,2.91132,3541.26,0.175455,0.144222,0.155276,0.525047,0.236098,0.233822,0.255136,0.274944,0.236104,0.233793,0.255156,0.274948,1.1583,0.91382,1.84639,1.65144,0.182346,0.363638,961,0.297816,1405,1463,1500,9610,2.98315,431,695,847,0,0,0,0,0,0,0.0805411,0.919459,874406,0,0.001727,16.3302,35.4558,43.43,57.52,43.23,29.48,67.55,5.29,5.111,284,2846,1.51,1.143,1,0,825.4283,0.016352,0.440252,0,0.351,42.165,85138,15.892,315218,-0.018809,0.224104,-10.747,-10.663,37.643,109.15,849,0.0159,0.1192,0.166,0.1942,7.18,-7.177,1139,961,891,0.017957,0.400210822,0,0.01
LTQ_IonTrap,LTQ_2,285413,9/5/12,59,MS-MSn,good,0.273959,30.7684,36.2081,44.9995,1.68973,1.50945,3.40658,3540.13,0.325921,0.103903,0.131658,0.438518,0.269153,0.222944,0.241574,0.266329,0.269115,0.222919,0.241626,0.26634,1.51304,1.14685,2.9344,2.55333,1.14071,0.620388,937,0.309845,1399,1485,1527,9370,3.11432,244,587,827,0,0,0,0,0,0,0.10587,0.89413,874415,0,0.00107,12.0765,38.6701,37.07,54.59,29.07,26.28,56.56,5.565,5.4,210,2106,1.517,1.136,1,0,869.2323,0.016129,0.491935,0,0.902,34.29,84015,12.631,369107,0.004249,0.219238,2.214,2.429,35.273,101.7,874,4.00E-04,0.0308,0.1679,0.2166,7.07,-7.067,921,794,731,0.010944,0.437321937,0,0.97
